,name,url,year,certificate,rating,votes,plot
122,Mafia II,https://www.imdb.com/title/tt1181833/?ref_=adv_li_tt,2010,M,8.5,"10,355","The chronicles of Vito Scalletta, a young Italian immigrant who joins the Italian mafia, but soon gets in over his head when illegal drug dealing and deception take place."
123,Dying Light,https://www.imdb.com/title/tt3706490/?ref_=adv_li_tt,2015,M,8.2,"4,182","First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus epidemic. Scavenge for supplies, craft weapons, and face hordes of the infected."
124,Lego Dimensions,https://www.imdb.com/title/tt4656392/?ref_=adv_li_tt,2015,E10+,7.7,998,"When a mysterious and powerful vortex appears in various lego worlds, Batman, Gandalf and Wyldstyle bravely jump into the vortex and travel through space and time to rescue their friends."
125,Yakuza 0,https://www.imdb.com/title/tt3983144/?ref_=adv_li_tt,2015,M,8.9,"1,482","Kiryu and Majima, both Yakuza's who are in different cities in Japan in 1988, as the fate of the two characters become intertwined in a gritty, violent, and often touching narrative."
126,Bully,https://www.imdb.com/title/tt0888006/?ref_=adv_li_tt,2006,T,8.6,"5,222",A troubled teen is dropped off at the worst school in the country and must survive by rising through the rankings of the school system.
127,Quantum of Solace,https://www.imdb.com/title/tt1139644/?ref_=adv_li_tt,2008,T,6.7,"9,489",James Bond battles the evil Quantum organization as well as a new enemy.
128,James Bond 007: Everything or Nothing,https://www.imdb.com/title/tt0366629/?ref_=adv_li_tt,2003,T,7.9,"2,405","007 and Serena St. Germaine discover that Katya Nadonova's project, nanobots designed to repair nuclear reactors; have been stolen by Nikolai Diavolo. Together the two set off to new Orleans and beyond to confront Diavolo."
129,Devil May Cry 5,https://www.imdb.com/title/tt8651604/?ref_=adv_li_tt,2019,M,8.5,"2,004","Years have passed since the legions of hell have set foot in this world, but now a new demonic invasion has begun, and humanity's last hope will rest in the hands of three lone demon hunters, each offering a radically different play style."
130,Bloodborne,https://www.imdb.com/title/tt3814634/?ref_=adv_li_tt,2015,M,9.2,"5,444","A hunter awakens in the plagued lands of Yharnam, where the denizens have succumb to beast hood, in an attempt to learn the truth and how to end the plague, unbeknownst of the true horror lurking within the city."
131,God of War II,https://www.imdb.com/title/tt0846694/?ref_=adv_li_tt,2007,M,9.2,"9,109","After being betrayed by the gods of Olympus and annulled of his divine powers, Kratos must embark on a journey to meet the Sisters of Fate and take his revenge on Olympus."
132,Call of Duty: Black Ops II,https://www.imdb.com/title/tt2387409/?ref_=adv_li_tt,2012,M,8.0,"13,949","Set in 2025, new unmanned machines have been taken over by Nicaraguan terrorist, Raul Menendez, forcing the U.S.A. to take action."
133,Sleeping Dogs,https://www.imdb.com/title/tt2241982/?ref_=adv_li_tt,2012,M,8.3,"6,907","Asian-American cop Wei Shen goes undercover in Hong Kong to infiltrate a Triad organization. However, he is soon torn between his duty as a police officer and the organization he helped rise through the ranks."
134,Spider-Man 2,https://www.imdb.com/title/tt0411906/?ref_=adv_li_tt,2004,T,7.8,"5,225",Spider-Man/Peter Parker struggles between his personal life which involves Mary Jane Watson and his superhero life where he joins up with a vigilante known as Black Cat battling a series of foes including the mad Doc Ock.
135,Sekiro: Shadows Die Twice,https://www.imdb.com/title/tt8558306/?ref_=adv_li_tt,2019,M,8.8,"3,057","Set in a reimagining of 1500s Sengoku era Japan. An unnamed shinobi, tasked with protecting a young lord of mystical lineage, who is left for dead when a powerful samurai attacks and chops off his arm."
136,Middle-Earth: Shadow of War,https://www.imdb.com/title/tt6579422/?ref_=adv_li_tt,2017,M,8.2,"2,607","The sequel to the critically acclaimed Middle-Earth: Shadow of Mordor (2014) features an original story with the return of Talion and Celebrimbor, who must go behind enemy lines to forge an army and turn all of Mordor against the Dark Lord Sauron."
137,Overwatch,https://www.imdb.com/title/tt4332152/?ref_=adv_li_tt,2016,T,8.3,"4,912","After a devastating war against a combat-ready team of intelligent machines known as Omnics, the former agents of the heroic team known as Overwatch must join forces once more to fight a new threat."
138,James Bond: World of Espionage,https://www.imdb.com/title/tt5177694/?ref_=adv_li_tt,2015,,6.0,172,Add a Plot
139,Hitman 3,https://www.imdb.com/title/tt12497188/?ref_=adv_li_tt,2021,M,8.5,"1,129","Together with Diana Burnwood and Lucas Grey, Agent 47 must face off against The Constant and his mysterious colleagues to take down Providence once and for all."
140,Resident Evil,https://www.imdb.com/title/tt0190703/?ref_=adv_li_tt,1996,M,8.9,"5,446","The RPD are investigating strange cannibalized corpses on the outskirts of the city. The Alpha squad, Jill and Chris, are sent to locate missing team members. While there, mutated dogs cause them to flee into a supposedly abandoned mansion."
141,Doom,https://www.imdb.com/title/tt1799527/?ref_=adv_li_tt,2016,M,8.5,"5,978","On Mars, a massive research facility tapping energy from hell has been overwhelmed by demonic forces. As the last DOOM Slayer, you have been resurrected to do one thing: to cleanse this world and send them back to where they came from."
142,Watch Dogs,https://www.imdb.com/title/tt2190152/?ref_=adv_li_tt,2014,M,7.4,"8,761","After losing his niece in an assassination attempt, Aiden Pierce, a street-smart vigilante, uses hacking apps on his phone to take over a new operating system in Chicago to hunt the criminals that killed his niece."
143,Halo 2,https://www.imdb.com/title/tt0357718/?ref_=adv_li_tt,2004,M,8.7,"9,586","As the alien Covenant invade Earth, the Master Chief must defend humanity's homeworld whilst discovering more about the rings called ""Halo."""
144,Prey,https://www.imdb.com/title/tt6528212/?ref_=adv_li_tt,2017,M,8.1,"1,801","Morgan Yu is trapped aboard a space station filled with shape-shifting aliens with no memory of how he got there. Guided by a mysterious stranger and his former self, he must set the station's self-destruct before the aliens reach Earth."
145,GTAV,https://www.imdb.com/title/tt18560706/?ref_=adv_li_tt,2013,,9.2,193,Four very different criminals team up for a series of heists and walk into some of the most thrilling experiences in the corrupt city of Los Santos.
146,The Callisto Protocol,https://www.imdb.com/title/tt20835022/?ref_=adv_li_tt,2022,M,,,"After crashing on the surface of Jupiter's moon Callisto, cargo pilot Jacob Lee awakens in the planets maximum security prison. Housing the worst prisoners in the solar system, Jacob must ... See full summary »"
147,Star Wars: Battlefront II,https://www.imdb.com/title/tt5710996/?ref_=adv_li_tt,2017,T,7.1,"6,436","A game based on the Star Wars Universe, taking place across multiple eras of the franchise."
148,Scarface: The World Is Yours,https://www.imdb.com/title/tt0451192/?ref_=adv_li_tt,2006,M,8.3,"2,534","Scarface the game begins during the final scene of the film, with the mansion of Tony Montana under attack from assassins sent by Alejandro Sosa. When Tony survives, his quest to kill Sosa begins."
149,Saints Row,https://www.imdb.com/title/tt0477848/?ref_=adv_li_tt,2006,M,7.5,"2,135","In Saints Row you start as a member of the 3rd Street Saints, a gang that is under attack from three other gangs that dominate the city of Stilwater. In order to survive, you have to take over their strongholds, and kill the gang kingpins."
150,Destiny 2: The Witch Queen,https://www.imdb.com/title/tt18311442/?ref_=adv_li_tt,2022,T,8.4,120,Take back the light from Savathûn in an all-new story.
151,Metal Gear Solid,https://www.imdb.com/title/tt0180825/?ref_=adv_li_tt,1998,M,9.6,"11,780","A crack government anti-terrorist squad takes over an obscure Alaskan nuclear disposal facility. Solid Snake is up for the task to infiltrate the facility, rescue the two hostages and thwart the terrorists' plans."
152,DC League of Super-Pets: The Adventures of Krypto and Ace,https://www.imdb.com/title/tt15787818/?ref_=adv_li_tt,2022,E10+,6.1,21,Puts players in the paws of Super-Pets Krypto the Super-Dog and Ace as they take to the skies to protect the animal population of Metropolis from a new and looming threat.
153,Ark II,https://www.imdb.com/title/tt13669522/?ref_=adv_li_tt,2023,,,,A sequel to ARK: Survival Evolved.
154,The Elder Scrolls IV: Oblivion,https://www.imdb.com/title/tt0462271/?ref_=adv_li_tt,2006,T,9.0,"12,338","After being freed by the Emperor of Tamriel, the hero must prevent the gates of Oblivion from spreading throughout the Empire."
155,Ghost Recon: Breakpoint,https://www.imdb.com/title/tt10309308/?ref_=adv_li_tt,2019,M,6.0,721,"You are sent to Auroa for what seems to a be a typical recon mission, but your helicopter is shot down. The island has fallen into the wrong hands."
156,Resident Evil 3,https://www.imdb.com/title/tt11419114/?ref_=adv_li_tt,2020,M,7.8,"3,479","Re-imagining of Resident Evil 3: Nemesis (1999). Jill Valentine escapes the crumbling Raccoon City amidst the nightmarish outbreak of the T-virus, a biological weapon developed by Umbrella, while being pursued by the unrelenting bioweapon Nemesis."
157,Shadow of the Tomb Raider,https://www.imdb.com/title/tt8339682/?ref_=adv_li_tt,2018,M,8.0,"5,292","As Lara Croft races to save the world from a Mayan apocalypse, she must become the Tomb Raider she is destined to be."
158,Dishonored,https://www.imdb.com/title/tt2322244/?ref_=adv_li_tt,2012,M,8.4,"8,737","After being framed for the murder of the Empress he swore to protect, a once trusted bodyguard with supernatural abilities is forced to become a masked assassin in order to seek revenge on those who conspired against him."
159,Assassin's Creed,https://www.imdb.com/title/tt0932936/?ref_=adv_li_tt,2007,M,8.0,"18,642","A man enters a machine called the Animus that lets him relive the memories of his ancestor, a 12th century assassin named Altair."
160,Outlast,https://www.imdb.com/title/tt2984660/?ref_=adv_li_tt,2013,M,8.3,"4,609","Freelance journalist, Miles Upshur, is requested by an anonymous individual to investigate the Mount Massive Asylum, only to find it overrun by the asylum's deranged patients."
161,Metal Gear Solid 3: Snake Eater,https://www.imdb.com/title/tt0365498/?ref_=adv_li_tt,2004,M,9.5,"10,445","In 1964, a U.S. government operative codenamed ""Snake"" must infiltrate mountainous Soviet territory to rescue a scientist building a weapon of terrible power."
162,Star Wars: The Old Republic,https://www.imdb.com/title/tt1320395/?ref_=adv_li_tt,2011,T,8.5,"3,061","Set long before the Star Wars films, the Sith Empire returns to the galaxy to begin a war with the Galactic Republic."
163,Spider-Man 3,https://www.imdb.com/title/tt0837564/?ref_=adv_li_tt,2007,T,6.4,"3,398","Spider-Man is back to save the city with his usual hero work, only this time he bonds with an alien substance known as symbiote which turns his hero days and personal life into something ugly."
164,Ratchet & Clank: Rift Apart,https://www.imdb.com/title/tt12497014/?ref_=adv_li_tt,2021,E10+,8.9,"1,216","They've travelled through space. They've travelled through time. Now, they'll have to travel through dimensions as their galaxy seems to rip itself apart. Ratchet and Clank must save the universe - again."
165,Wolfenstein: The New Order,https://www.imdb.com/title/tt3382518/?ref_=adv_li_tt,2014,M,8.3,"5,607","After regaining consciousness following an injury sustained in World War II, legendary American commando, B.J. Blazkowicz, awakens from a coma in a dystopian Nazi dominated world of 1960s. He tries to locate the remnants of the resistance."
166,Assassin's Creed: Brotherhood,https://www.imdb.com/title/tt1699759/?ref_=adv_li_tt,2010,M,8.7,"15,573","Desmond Miles continues to travel the memories of Ezio Auditore, bringing him to turn-of-the-century Rome with Ezio rebuilding the assassin order to bring down the tyrannical Borgia rule."
167,Call of Duty 4: Modern Warfare,https://www.imdb.com/title/tt1125798/?ref_=adv_li_tt,2007,M,9.0,"22,483","The Call of Duty series returns this time into a modern day setting. The player takes control of a character nicknamed ""Soap,"" for the majority of the campaign and will need to progress through many modern warfare scenarios."
168,Persona 5,https://www.imdb.com/title/tt3944082/?ref_=adv_li_tt,2016,M,9.3,"2,665",A group of high school students create a vigilante group to expose the crimes of corrupt adults but soon find themselves in the midst of a worldwide conspiracy and targeted by powerful individuals who would do anything to silence them.
169,Half-Life 2,https://www.imdb.com/title/tt0374692/?ref_=adv_li_tt,2004,M,9.4,"16,103","Dr. Freeman is taken out of stasis by his ""employer"" to help rid the planet of invading aliens forces known as the Combine that entered through the portals he helped create."
170,Dota 2,https://www.imdb.com/title/tt2290962/?ref_=adv_li_tt,2013,T,8.2,"1,813","A crystalline satellite enters the planet's orbit, and the raw energies of the Radiant and Dire attracted creatures of different alignments and unified under these factions, the battles of Dota would commence."
171,Kingdom Hearts,https://www.imdb.com/title/tt0322968/?ref_=adv_li_tt,2002,E,9.2,"7,349","When his world is destroyed and his friends mysteriously disappear, a young boy named Sora is thrust into a quest to find his missing friends and prevent the armies of darkness from destroying many other worlds."
172,The Godfather,https://www.imdb.com/title/tt0442674/?ref_=adv_li_tt,2006,M,8.3,"3,752","Set in New York from 1945-1955, Players will join the Corleone family as ""soldiers"" and work their way up the ranks through loyalty, fear, and any number of illegal activities. The goal is to become Don of your own mafia family."
173,Resident Evil 6,https://www.imdb.com/title/tt2193031/?ref_=adv_li_tt,2012,M,6.7,"4,715","The war on bio-terrorism continues as Chris Redfield, Leon Kennedy, and other famous Resident Evil stalwarts battle a seemingly familiar adversary."
174,Assassin's Creed: Unity,https://www.imdb.com/title/tt3947868/?ref_=adv_li_tt,2014,M,7.1,"6,987","Paris, 1789. You play as Arno Victor-Dorian, an assassin during the French Revolution. As the nation tears itself apart, Arno will expose the true powers behind the Revolution."
175,Grand Theft Auto: Vice City Stories,https://www.imdb.com/title/tt0815168/?ref_=adv_li_tt,2006,M,8.4,"4,805",A young man who's kicked out of the army precedes to rise through the ranks of multiple gangs in the glamourous and dangerous Vice City in the mid 1980's.
176,Watch Dogs: Legion,https://www.imdb.com/title/tt10468754/?ref_=adv_li_tt,2020,M,6.6,"1,197","In the near future London is facing its downfall - unless you do something about it. Build a resistance and fight the opportunists who have seized power. But sit down and have a cup of tea first. After all, you're not a bloody monster."
177,Call of Duty: Black Ops III,https://www.imdb.com/title/tt4844106/?ref_=adv_li_tt,2015,M,6.9,"6,867",The third installment of the Call of Duty: Black Ops franchise brings the player to a dark twisted future with a built-up war storyline.
178,Deadpool,https://www.imdb.com/title/tt2269724/?ref_=adv_li_tt,2013,M,8.0,"2,981","With the help of Cable, Rogue, Wolverine and many other heroes, Deadpool must stop Mister Sinister, while trying to make his video game really awesome and going over budget countless times."
179,Payday 2,https://www.imdb.com/title/tt3024414/?ref_=adv_li_tt,2013,M,7.4,"1,523","Dallas, Hoxton, Wolf and Chains are back, as they descend into Washington D.C. for an epic crime spree."
180,Kingdom Hearts II,https://www.imdb.com/title/tt0390163/?ref_=adv_li_tt,2005,E10+,9.3,"7,168","Sora and friends face mysterious new enemies as they continue their journey to save all worlds, and find Riku and King Mickey."
181,Wolfenstein II: The New Colossus,https://www.imdb.com/title/tt7006358/?ref_=adv_li_tt,2017,M,7.9,"4,674","In 1961, BJ Blazkowicz and his ragtag team of allies arrive in Nazi-controlled America on a mission to recruit the boldest resistance leaders left and restart the American Revolution."
182,Super Smash Bros. Ultimate,https://www.imdb.com/title/tt5370130/?ref_=adv_li_tt,2018,E10+,8.9,"3,311","Super Smash Bros. Ultimate for the Nintendo Switch brings back every fighter in the history of the series, adds newcomers and over 100 stages, and introduces a new adventure mode called ""World of Light''."
183,Dragon Age: Origins,https://www.imdb.com/title/tt1541718/?ref_=adv_li_tt,2009,M,9.1,"7,925","After four hundred years since the last Blight, a new Archdemon seeks to destroy the land of Ferelden. It is up to the player - as one of the remaining Grey Wardens - to unite the divided armies of Ferelden and save humanity."
184,Call of Duty: Infinite Warfare,https://www.imdb.com/title/tt5686128/?ref_=adv_li_tt,2016,M,6.3,"3,968","Infinite Warfare returns to the roots of the franchise where large-scale war and cinematic, immersive military storytelling take center stage."
185,Coraline,https://www.imdb.com/title/tt1401106/?ref_=adv_li_tt,2009,,7.6,"1,747","A little girl finds a hidden door in her house and magically finds her dream life come true, but doesn't realize the horrors that her 'dream life' had hidden from her."
186,Mad Max,https://www.imdb.com/title/tt3391032/?ref_=adv_li_tt,2015,M,7.9,"3,381","Max Rockatansky, a former highway patrol officer known across the post apocalyptic wasteland of Australia as Mad Max, has his V8 Interceptor stolen by Immortan Joe's warlord son, Scrotus. Max goes on a bloody crusade to take it back."
187,Metro Exodus,https://www.imdb.com/title/tt7447318/?ref_=adv_li_tt,2019,M,8.1,"2,312","26-year-old Artyom, flees the Metro in Moscow and sets off on a journey through the harsh nuclear winter in Russia."
188,Hogwarts Legacy,https://www.imdb.com/title/tt13107970/?ref_=adv_li_tt,2023,T,,,"Set during the late 1800s, a newly enrolled student at Hogwarts discovers that they possess the unusual ability to perceive and master Ancient Magic, becoming the key to an old secret that threatens to tear the wizarding world apart."
189,Xenoblade Chronicles 2,https://www.imdb.com/title/tt7023950/?ref_=adv_li_tt,2017,T,8.3,387,"In a world laden with an endless sea of clouds and titans, Rex, an ambitious salvager, embarks on an adventure with the help of his friends in search of the mythical paradise, Elysium."
190,Doom Eternal,https://www.imdb.com/title/tt8550890/?ref_=adv_li_tt,2020,M,8.6,"2,863","In this sequel to Doom (2016), Hell has taken Earth, so it's up to the Doom Slayer, the ultimate demon-killing machine created by a mystical force, to rip and tear the forces of Hell apart. However, Hell is not alone in this fight."
191,Call of Duty: Modern Warfare 3,https://www.imdb.com/title/tt1937113/?ref_=adv_li_tt,2011,M,8.1,"18,044","The Russian Federation continues its invasion of the U.S., as well as Europe, including England, France and Germany."
192,Lego DC Super-Villains,https://www.imdb.com/title/tt8575060/?ref_=adv_li_tt,2018,E10+,7.9,946,Supervillains from the DC Universe start a battle against a group of superheroes from another universe.
193,NieR: Automata,https://www.imdb.com/title/tt5238626/?ref_=adv_li_tt,2017,M,8.8,"2,883","In the forsaken wasteland below, the war between the machines and the androids rages on. A war that is soon to unveil the long-forgotten truth of this world."
194,Spider-Man: Web of Shadows,https://www.imdb.com/title/tt1249419/?ref_=adv_li_tt,2008,T,7.8,"1,331",Spider-Man is forced to bond with the black suit once again when Venom begins a symbiotic infestation of New York City.
195,Borderlands 2,https://www.imdb.com/title/tt2385021/?ref_=adv_li_tt,2012,M,8.7,"6,360","A new group of adventurers arrives on the frontier planet Pandora. They are assassinated by Handsome Jack, the most powerful merc on the planet. One of them survives and with the help of a deranged talking robot seeks loot and revenge."
196,Dead Space,https://www.imdb.com/title/tt1267296/?ref_=adv_li_tt,2008,M,8.8,"9,503","Engineer Isaac Clarke and his crew get stranded on a large, abandoned mining ship. There, Clarke needs to repair the giant ship while battling nasty aliens and solving the mystery of what happened to the ship."
197,Call of Duty: Advanced Warfare,https://www.imdb.com/title/tt3707110/?ref_=adv_li_tt,2014,M,7.3,"7,793","Set in the year 2054, a private military corporation (PMC) has emerged with the power to rescue humanity from a devastated world struggling to rebuild after a global attack on its military and infrastructure."
198,The Elder Scrolls Online,https://www.imdb.com/title/tt3485722/?ref_=adv_li_tt,2014,M,7.4,"1,382","The Ruby Throne lies empty. In the wake of this, unlikely and fragile alliances are made between races as they fight to control the throne. In the midst of this a much more dangerous threat emerges that threatens to engulf all of Tamriel."
199,Lollipop Chainsaw,https://www.imdb.com/title/tt2188807/?ref_=adv_li_tt,2012,M,7.6,922,"Juliet Starling uncovers the root of a zombie outbreak. She must balance the drama of high school while carrying out her zombie-hunting lineage and chainsaw skills to string together lethal combo moves, taking out scores of the undead."
200,Final Fantasy XV,https://www.imdb.com/title/tt0960140/?ref_=adv_li_tt,2016,T,8.0,"2,881","After leaving his home city of Insomnia, young prince Noctis embarks on a journey with his closest friends to reclaim his throne."
201,Max Payne,https://www.imdb.com/title/tt0291337/?ref_=adv_li_tt,2001,M,9.2,"15,049","A troubled NYPD cop is framed for murder and finds himself being hunted by the police, the mob, and a ruthless corporation."
202,Five Nights at Freddy's: Security Breach,https://www.imdb.com/title/tt13160360/?ref_=adv_li_tt,2021,T,6.8,663,"Play as Gregory, a young boy who's been trapped overnight inside of Freddy Fazbear's Mega Pizzaplex. With the help of Freddy himself, Gregory must uncover the secrets of the Pizzaplex, learn the truth, and survive until dawn."
203,Resident Evil 5,https://www.imdb.com/title/tt0473298/?ref_=adv_li_tt,2009,M,7.8,"8,447","Sent in by the BSAA, Chris Redfield has a new mission. It takes him into South Africa where he encounters a new horror and relives an old past."
204,Hellblade: Senua's Sacrifice,https://www.imdb.com/title/tt4674622/?ref_=adv_li_tt,2017,M,8.7,"3,690","Set in the age of Vikings, a broken Celtic warrior named Senua embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover."
205,Tekken 3,https://www.imdb.com/title/tt0181047/?ref_=adv_li_tt,1997,T,8.4,"2,854","19 years after the second King of Iron Fist Tournament, Heihachi Mishima hosts the third Tournament to attract Toshin, a God who killed the mother of his grandson, Jin Kazama."
206,Command & Conquer: Red Alert 3 - Uprising,https://www.imdb.com/title/tt1366331/?ref_=adv_li_tt,2009,T,7.7,386,As the Allied Forces beat back the Soviet occupation in Europe and prevented the Empire of the Rising Sun from taking over the world. The post-war occupations by the Allies has begun. But ... See full summary »
207,Fallout 76,https://www.imdb.com/title/tt8495446/?ref_=adv_li_tt,2018,M,4.0,"1,756","Twenty-five years after the bombs fall, you and your fellow Vault Dwellers - chosen from the nation's best and brightest - emerge into post-nuclear America."
208,Dishonored 2,https://www.imdb.com/title/tt5724316/?ref_=adv_li_tt,2016,M,8.4,"2,834","Fifteen years after the events of the first game, Emily Kaldwin is dethroned by an otherworldly conspirator forcing herself, or her father, Corvo (not canon) to go on a journey to clear her name and reinstate her rightful title as Empress."
209,Persona 5 Royal,https://www.imdb.com/title/tt10468596/?ref_=adv_li_tt,2019,M,9.6,"1,189",A group of high school students create a vigilante group to expose the crimes of corrupt adults but soon find themselves in the midst of a worldwide conspiracy and targeted by powerful individuals who would do anything to silence them.
210,Star Wars: The Force Unleashed,https://www.imdb.com/title/tt1024923/?ref_=adv_li_tt,2008,T,8.0,"7,401","Darth Vader's secret apprentice, codenamed Starkiller, is trained in the Dark Side to defeat the enemies of the Empire, but must find his own path when his master betrays him."
211,Assassin's Creed: Revelations,https://www.imdb.com/title/tt1928116/?ref_=adv_li_tt,2011,,8.3,"13,102","Ezio travels to Constantinople, at the peak of the Ottoman Empire to discover the truth behind his Ancestor, Altair, which will help him retrieve a powerful weapon hidden within Masyaf, the ancient assassins' fortress."
212,Injustice: Gods Among Us,https://www.imdb.com/title/tt2182384/?ref_=adv_li_tt,2013,T,8.0,"6,316","In an alternative universe where Superman establishes a new world order under his iron fist, Batman and other heroes must fight back against Superman and those that have pledged their allegiance to his dictatorship."
213,Team Fortress 2,https://www.imdb.com/title/tt1210335/?ref_=adv_li_tt,2007,M,8.2,"4,162","Nine mercenaries, two teams, guns, and hats. Welcome to Team Fortress 2, where psychopaths fight each other with shotguns, rocket launchers, pistols, baseball bats, surgical equipment, laser guns, and wear fancy hats."
214,The Evil Within,https://www.imdb.com/title/tt2960790/?ref_=adv_li_tt,2014,M,7.8,"3,519","While investigating the scene of a cruel murder, detective Sebastian Castellanos is knocked unconscious by a mysterious and powerful force. When he awakens, he finds himself in a deranged world."
215,The Warriors,https://www.imdb.com/title/tt0486048/?ref_=adv_li_tt,2005,M,8.9,"1,886","The Warriors, a gang from Coney Island, go to a gang leader's meeting, when suddenly the gang leader is shot and killed. Framed for this murder, they must travel all the way back to Coney with 60,000 gang members standing in their way."
216,The Last of Us: Part I,https://www.imdb.com/title/tt20918700/?ref_=adv_li_tt,2022,M,,,"Experience the emotional storytelling and unforgettable characters in The Last of Us, winner of over 200 Game of the Year awards, now rebuilt from the ground up for the PlayStation 5 console."
217,Street Fighter: The Movie,https://www.imdb.com/title/tt0161993/?ref_=adv_li_tt,1995,T,4.4,"1,916",Fighting game based on the 1994 movie which is itself based on Street Fighter II arcade. The film's characters played by the film's cast in digitized form take on evil dictator M. Bison while trying to save the hostages he captured.
218,Fable III,https://www.imdb.com/title/tt1495761/?ref_=adv_li_tt,2010,M,7.4,"2,748","Your journey to rule the throne of Albion begins fifty years after the events of the last chapter, and you play as the child of your hero from Fable II (2008)."
219,The Matrix Awakens: An Unreal Engine 5 Experience,https://www.imdb.com/title/tt16385248/?ref_=adv_li_tt,2021,T,7.9,510,"THE MATRIX AWAKENS: AN UNREAL ENGINE 5 EXPERIENCE' is a free, cutting-edge cinematic and open world interactive tech demo that combines the power of PlayStation®5 with UE5. An original ... See full summary »"
220,Demon Slayer: The Hinokami Chronicles,https://www.imdb.com/title/tt11996540/?ref_=adv_li_tt,2021,T,8.7,820,"In Solo Mode, follow Tanjiro through the story from the ""Demon Slayer: Kimetsu no Yaiba"" anime as he face demons in order to turn his sister Nezuko, who has become a demon, back into a human."
221,M.U.G.E.N,https://www.imdb.com/title/tt12494574/?ref_=adv_li_tt,1999,E10+,6.2,32,"M.u.g.e.n is a freeware 2D fighting game that has literally every character that has been created ever, both original and from popular fiction, Submitted by players from around the world, Get ready for the fighting game of a lifetime."
222,Star Wars: Knights of the Old Republic,https://www.imdb.com/title/tt0356070/?ref_=adv_li_tt,2003,T,9.5,"8,600","A republic soldier, training to become a Jedi Knight, is given the task of halting the conquest of Darth Malak by discovering the location of a weapon known as the Star Forge."
223,Hades,https://www.imdb.com/title/tt9459718/?ref_=adv_li_tt,2018,T,8.9,"1,552","Hades is a rogue-like dungeon crawler from the creators of Bastion and Transistor, in which you defy the god of death as you hack and slash your way out of the Underworld of Greek myth."
224,Mob of the Dead,https://www.imdb.com/title/tt2822126/?ref_=adv_li_tt,2013,,9.1,859,"Mob of the Dead, featured in the DLC pack Uprising for Call of Duty: Black Ops II (2012) introduces a main Zombies map set in Alcatraz Prison around the 1930's."
225,inFamous: Second Son,https://www.imdb.com/title/tt2722728/?ref_=adv_li_tt,2014,T,8.0,"4,580","Delsin Rowe, a rebellious youngster in Seattle becomes aware of his incredible powers after a confrontation with an escaped inmate. But when his abilities come under the attention of the D.U.P., he is faced to battle them."
226,Assassin's Creed: Syndicate,https://www.imdb.com/title/tt4332798/?ref_=adv_li_tt,2015,M,7.9,"6,430","Set during the industrial revolution, play as twin assassins Jacob and Evie Frye who fight those who gain from the less privileged."
227,Top Gun,https://www.imdb.com/title/tt0303153/?ref_=adv_li_tt,1987,Unrated,5.1,239,"The video game that trains you to be a Naval Aviator, just like in the movie! Top Gun is the Game that does just that!"
228,Halo: Combat Evolved,https://www.imdb.com/title/tt0309654/?ref_=adv_li_tt,2001,M,8.8,"11,196","Super-soldier John-117, Master Chief of the United Nations Space Command, must battle a genocidal alien race known as the Covenant following his violent crash-landing on Halo, an ancient and mysterious ring-world."
229,Mafia: The City of Lost Heaven,https://www.imdb.com/title/tt0338221/?ref_=adv_li_tt,2002,M,9.2,"5,894",You play a 1930s mobster as you act out your confession of your rise in the ranks of organized crime.
230,Valorant,https://www.imdb.com/title/tt12104902/?ref_=adv_li_tt,2020,T,6.6,737,"A 5v5 hero shooter game that contains avatars with mythical powers, each with a different power."
231,Hitman,https://www.imdb.com/title/tt2995858/?ref_=adv_li_tt,2016,M,8.1,"2,768","When Agent 47 joins the ICA to hunt down threats to mankind, he is also pulled into a game of Cat and Mouse against a mysterious organization that is determined to stop him. All the while he is being stalked by someone from his past."
232,Spider-Man,https://www.imdb.com/title/tt0316655/?ref_=adv_li_tt,2002,E,7.2,"2,410","In this game loosely based on the film, Spider-Man is on a mission to fight evil in the forms of the villains Shocker, Vulture, Scorpion, and the Green Goblin."
233,Grand Theft Auto IV: The Ballad of Gay Tony,https://www.imdb.com/title/tt1450324/?ref_=adv_li_tt,2009,M,8.6,"4,653","Luis Lopez is forced to help his boss Anthony ""Gay Tony"" Prince and clean up his mess, discovering that the rich life of Liberty City is just as dangerous as the tough streets where Luis grew up."
234,World of Warcraft: Battle for Azeroth,https://www.imdb.com/title/tt8630174/?ref_=adv_li_tt,2018,T,7.2,597,A new conflict erupts between the Alliance and the Horde causing Teldrassil to be burnt down by the Horde and the Forsaken capital of the Undercity to be controlled by the alliance.
235,Halo 3,https://www.imdb.com/title/tt0494232/?ref_=adv_li_tt,2007,M,8.8,"11,877",Master Chief and the Arbiter must join together to attack the Covenant and destroy the Flood.
236,Red Dead Revolver,https://www.imdb.com/title/tt0363934/?ref_=adv_li_tt,2004,M,7.8,"1,278","Set in the 1880s, you as a bounty hunter must stop a gang of outlaws from the Wild West. You need to also find and kill the man who murdered your parents in order to avenge them. On your path you will be aided by those willing to help you."
237,Batman Begins,https://www.imdb.com/title/tt0450392/?ref_=adv_li_tt,2005,T,8.2,"13,737","You play as Batman and unleash your terror into the hearts of criminals, battling against foes such as Dr. Jonathan Crane/The Scarecrow, Ra's al Ghul, and Carmine ""The Roman"" Falcone."
